id,career_category,career_name,al_stream_required,minimum_education_level,recommended_degree,alternative_path,entry_level_job,mid_level_job,senior_level_job,key_technical_skills,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description,career_difficulty,study_duration_years,local_job_availability,international_opportunity,recommended_first_step,career_tags
50,"Healthcare & Medical",Dietitian,Biology,A/L,"BSc in Dietitian","External Diploma","Junior Dietitian","Senior Dietitian","Head of Dietitian","Patient Care;Medical Diagnosis;Pharmacology;Emergency Response","Empathy;Resilience;Ethical Judgment;Active Listening",Anatomy;Physiology;Pathology;Biochemistry,"SLMC Registration;Advanced Life Support (ALS);BLS",High,High,85000,"300,000-2,000,000",Low,Medium,Low,"A specialized role as a Dietitian within the Healthcare & Medical sector in Sri Lanka.","Very Hard",5,High,High,Degree,dietitian;healthcare;;medical
51,"Healthcare & Medical","Speech Therapist",Biology,A/L,"BSc in Speech Therapist","External Diploma","Junior Speech Therapist","Senior Speech Therapist","Head of Speech Therapist","Patient Care;Medical Diagnosis;Pharmacology;Emergency Response","Empathy;Resilience;Ethical Judgment;Active Listening",Anatomy;Physiology;Pathology;Biochemistry,"SLMC Registration;Advanced Life Support (ALS);BLS",High,High,85000,"300,000-2,000,000",Low,Medium,Low,"A specialized role as a Speech Therapist within the Healthcare & Medical sector in Sri Lanka.","Very Hard",5,High,High,Degree,speech;therapist;healthcare;;medical
52,"Healthcare & Medical","Medical Laboratory Scientist",Biology,A/L,"BSc in Medical Laboratory Scientist","External Diploma","Junior Medical Laboratory Scientist","Senior Medical Laboratory Scientist","Head of Medical Laboratory Scientist","Patient Care;Medical Diagnosis;Pharmacology;Emergency Response","Empathy;Resilience;Ethical Judgment;Active Listening",Anatomy;Physiology;Pathology;Biochemistry,"SLMC Registration;Advanced Life Support (ALS);BLS",High,High,85000,"300,000-2,000,000",Low,Medium,Low,"A specialized role as a Medical Laboratory Scientist within the Healthcare & Medical sector in Sri Lanka.","Very Hard",5,High,High,Degree,medical;laboratory;scientist;healthcare;;medical
53,"Healthcare & Medical","Public Health Officer",Biology,A/L,"BSc in Public Health Officer","External Diploma","Junior Public Health Officer","Senior Public Health Officer","Head of Public Health Officer","Patient Care;Medical Diagnosis;Pharmacology;Emergency Response","Empathy;Resilience;Ethical Judgment;Active Listening",Anatomy;Physiology;Pathology;Biochemistry,"SLMC Registration;Advanced Life Support (ALS);BLS",High,High,85000,"300,000-2,000,000",Low,Medium,Low,"A specialized role as a Public Health Officer within the Healthcare & Medical sector in Sri Lanka.","Very Hard",5,High,High,Degree,public;health;officer;healthcare;;medical
54,"Business & Management","Business Analyst",Any,A/L,"BSc in Business Analyst","External Diploma","Junior Business Analyst","Senior Business Analyst","Head of Business","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Business Analyst within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,business;analyst;business;;management
55,"Business & Management","Product Manager",Any,A/L,"BSc in Product Manager","External Diploma","Junior Product Manager","Senior Product Manager","Head of Product Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Product Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,product;manager;business;;management
56,"Business & Management","Operations Manager",Any,A/L,"BSc in Operations Manager","External Diploma","Junior Operations Manager","Senior Operations Manager","Head of Operations Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Operations Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,operations;manager;business;;management
57,"Business & Management","Marketing Manager",Any,A/L,"BSc in Marketing Manager","External Diploma","Junior Marketing Manager","Senior Marketing Manager","Head of Marketing Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Marketing Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,marketing;manager;business;;management
58,"Business & Management","Sales Manager",Any,A/L,"BSc in Sales Manager","External Diploma","Junior Sales Manager","Senior Sales Manager","Head of Sales Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Sales Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,sales;manager;business;;management
59,"Business & Management","Human Resource Manager",Any,A/L,"BSc in Human Resource Manager","External Diploma","Junior Human Resource Manager","Senior Human Resource Manager","Head of Human Resource Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Human Resource Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,human;resource;manager;business;;management
60,"Business & Management","Project Manager",Any,A/L,"BSc in Project Manager","External Diploma","Junior Project Manager","Senior Project Manager","Head of Project Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Project Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,project;manager;business;;management
61,"Business & Management","Business Development Manager",Any,A/L,"BSc in Business Development Manager","External Diploma","Junior Business Development Manager","Senior Business Development Manager","Head of Business Development Manager","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Business Development Manager within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,business;development;manager;business;;management
62,"Business & Management","Management Consultant",Any,A/L,"BSc in Management Consultant","External Diploma","Junior Management Consultant","Senior Management Consultant","Head of Management Consultant","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Management Consultant within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,management;consultant;business;;management
63,"Business & Management","Entrepreneur / Startup Founder",Any,A/L,"BSc in Entrepreneur / Startup Founder","External Diploma","Junior Entrepreneur / Startup Founder","Senior Entrepreneur / Startup Founder","Head of Entrepreneur / Startup Founder","Market Analysis;Strategic Planning;Financial Modeling;Project Management","Leadership;Negotiation;Critical Thinking;Decision Making","Economics;Marketing;Organizational Behavior;Accounting","MBA;PMP;Six Sigma Green Belt",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Entrepreneur / Startup Founder within the Business & Management sector in Sri Lanka.",Hard,4,High,High,Degree,entrepreneur;;;startup;founder;business;;management
64,"Finance & Accounting","Chartered Accountant",Commerce;Maths,A/L,"BSc in Chartered Accountant","External Diploma","Junior Chartered Accountant","Senior Chartered Accountant","Head of Chartered Accountant","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Chartered Accountant within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,chartered;accountant;finance;;accounting
65,"Finance & Accounting",Auditor,Commerce;Maths,A/L,"BSc in Auditor","External Diploma","Junior Auditor","Senior Auditor","Head of Auditor","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Auditor within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,auditor;finance;;accounting
66,"Finance & Accounting","Tax Consultant",Commerce;Maths,A/L,"BSc in Tax Consultant","External Diploma","Junior Tax Consultant","Senior Tax Consultant","Head of Tax Consultant","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Tax Consultant within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,tax;consultant;finance;;accounting
67,"Finance & Accounting","Financial Analyst",Commerce;Maths,A/L,"BSc in Financial Analyst","External Diploma","Junior Financial Analyst","Senior Financial Analyst","Head of Financial","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Financial Analyst within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,financial;analyst;finance;;accounting
68,"Finance & Accounting","Investment Analyst",Commerce;Maths,A/L,"BSc in Investment Analyst","External Diploma","Junior Investment Analyst","Senior Investment Analyst","Head of Investment","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Investment Analyst within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,investment;analyst;finance;;accounting
69,"Finance & Accounting","Risk Analyst",Commerce;Maths,A/L,"BSc in Risk Analyst","External Diploma","Junior Risk Analyst","Senior Risk Analyst","Head of Risk","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Risk Analyst within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,risk;analyst;finance;;accounting
70,"Finance & Accounting","Financial Advisor",Commerce;Maths,A/L,"BSc in Financial Advisor","External Diploma","Junior Financial Advisor","Senior Financial Advisor","Head of Financial Advisor","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Financial Advisor within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,financial;advisor;finance;;accounting
71,"Finance & Accounting","Bank Manager",Commerce;Maths,A/L,"BSc in Bank Manager","External Diploma","Junior Bank Manager","Senior Bank Manager","Head of Bank Manager","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Bank Manager within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,bank;manager;finance;;accounting
72,"Finance & Accounting","Credit Analyst",Commerce;Maths,A/L,"BSc in Credit Analyst","External Diploma","Junior Credit Analyst","Senior Credit Analyst","Head of Credit","Auditing;Tax Law;Financial Reporting;SAP/ERP;Excel Macros","Integrity;Attention to Detail;Numerical Accuracy","Financial Accounting;Cost Accounting;Audit & Assurance;Taxation","ICASL;ACCA;CIMA;Chartered Accountant",High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"A specialized role as a Credit Analyst within the Finance & Accounting sector in Sri Lanka.",Hard,4,High,High,Degree,credit;analyst;finance;;accounting
73,"Law & Legal Studies",Attorney-at-Law,Any,A/L,"BSc in Attorney-at-Law","External Diploma","Junior Attorney-at-Law","Senior Counsel","Partner / Judge","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Attorney-at-Law within the Law & Legal Studies sector in Sri Lanka.","Very Hard",4,High,High,Degree,attorney-at-law;law;;legal;studies
74,"Law & Legal Studies","Corporate Lawyer",Any,A/L,"BSc in Corporate Lawyer","External Diploma","Junior Corporate Lawyer","Senior Corporate Lawyer","Head of Corporate Lawyer","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Corporate Lawyer within the Law & Legal Studies sector in Sri Lanka.",Hard,4,High,High,Degree,corporate;lawyer;law;;legal;studies
75,"Law & Legal Studies","Legal Consultant",Any,A/L,"BSc in Legal Consultant","External Diploma","Junior Legal Consultant","Senior Legal Consultant","Head of Legal Consultant","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Legal Consultant within the Law & Legal Studies sector in Sri Lanka.",Hard,4,High,High,Degree,legal;consultant;law;;legal;studies
76,"Law & Legal Studies","Legal Researcher",Any,A/L,"BSc in Legal Researcher","External Diploma","Junior Legal Researcher","Senior Legal Researcher","Head of Legal Researcher","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Legal Researcher within the Law & Legal Studies sector in Sri Lanka.",Hard,4,High,High,Degree,legal;researcher;law;;legal;studies
77,"Law & Legal Studies",Judge,Any,A/L,"BSc in Judge","External Diploma","Junior Judge","Senior Judge","Head of Judge","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Judge within the Law & Legal Studies sector in Sri Lanka.",Hard,4,High,High,Degree,judge;law;;legal;studies
78,"Law & Legal Studies","Notary Public",Any,A/L,"BSc in Notary Public","External Diploma","Junior Notary Public","Senior Notary Public","Head of Notary Public","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Notary Public within the Law & Legal Studies sector in Sri Lanka.",Hard,4,High,High,Degree,notary;public;law;;legal;studies
79,"Law & Legal Studies","Legal Compliance Officer",Any,A/L,"BSc in Legal Compliance Officer","External Diploma","Junior Legal Compliance Officer","Senior Legal Compliance Officer","Head of Legal Compliance Officer","Legal Writing;Advocacy;Case Research;Mediation;Arbitration","Persuasion;Logical Reasoning;Ethics;Interpersonal Skills","Constitutional Law;Criminal Law;Commercial Law;Human Rights","Attorney-at-Law (Supreme Court SL);Notary License",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Legal Compliance Officer within the Law & Legal Studies sector in Sri Lanka.",Hard,4,High,High,Degree,legal;compliance;officer;law;;legal;studies
80,"Creative Arts & Design","Graphic Designer",Any,A/L,"BSc in Graphic Designer","External Diploma","Junior Graphic Designer","Senior Graphic Designer","Head of Graphic Designer","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Graphic Designer within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,graphic;designer;creative;arts;;design
81,"Creative Arts & Design","UI Designer",Any,A/L,"BSc in UI Designer","External Diploma","Junior UI Designer","Senior UI Designer","Head of UI Designer","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a UI Designer within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,ui;designer;creative;arts;;design
82,"Creative Arts & Design","UX Designer",Any,A/L,"BSc in UX Designer","External Diploma","Junior UX Designer","Senior UX Designer","Head of UX Designer","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a UX Designer within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,ux;designer;creative;arts;;design
83,"Creative Arts & Design","Product Designer",Any,A/L,"BSc in Product Designer","External Diploma","Junior Product Designer","Senior Product Designer","Head of Product Designer","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Product Designer within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,product;designer;creative;arts;;design
84,"Creative Arts & Design","Interior Designer",Any,A/L,"BSc in Interior Designer","External Diploma","Junior Interior Designer","Senior Interior Designer","Head of Interior Designer","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Interior Designer within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,interior;designer;creative;arts;;design
85,"Creative Arts & Design","Fashion Designer",Any,A/L,"BSc in Fashion Designer","External Diploma","Junior Fashion Designer","Senior Fashion Designer","Head of Fashion Designer","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Fashion Designer within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,fashion;designer;creative;arts;;design
86,"Creative Arts & Design",Animator,Any,A/L,"BSc in Animator","External Diploma","Junior Animator","Senior Animator","Head of Animator","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Animator within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,animator;creative;arts;;design
87,"Creative Arts & Design",Illustrator,Any,A/L,"BSc in Illustrator","External Diploma","Junior Illustrator","Senior Illustrator","Head of Illustrator","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Illustrator within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,illustrator;creative;arts;;design
88,"Creative Arts & Design","Video Game Artist",Any,A/L,"BSc in Video Game Artist","External Diploma","Junior Video Game Artist","Senior Video Game Artist","Head of Video Game Artist","Adobe Creative Suite;Sketching;Typography;User Research;Prototyping","Creativity;Visual Communication;Client Management","Color Theory;Layout Design;Art History;Digital Media","Adobe Certified Professional;Google UX Design Certificate",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Video Game Artist within the Creative Arts & Design sector in Sri Lanka.",Hard,4,High,High,Degree,video;game;artist;creative;arts;;design
89,"Media & Communication",Journalist,Any,A/L,"BSc in Journalist","External Diploma","Junior Journalist","Senior Journalist","Head of Journalist","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Journalist within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,journalist;media;;communication
90,"Media & Communication","Content Writer",Any,A/L,"BSc in Content Writer","External Diploma","Junior Content Writer","Senior Content Writer","Head of Content Writer","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Content Writer within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,content;writer;media;;communication
91,"Media & Communication","Content Strategist",Any,A/L,"BSc in Content Strategist","External Diploma","Junior Content Strategist","Senior Content Strategist","Head of Content Strategist","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Content Strategist within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,content;strategist;media;;communication
92,"Media & Communication","Social Media Manager",Any,A/L,"BSc in Social Media Manager","External Diploma","Junior Social Media Manager","Senior Social Media Manager","Head of Social Media Manager","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Social Media Manager within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,social;media;manager;media;;communication
93,"Media & Communication","Public Relations Officer",Any,A/L,"BSc in Public Relations Officer","External Diploma","Junior Public Relations Officer","Senior Public Relations Officer","Head of Public Relations Officer","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Public Relations Officer within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,public;relations;officer;media;;communication
94,"Media & Communication","News Presenter",Any,A/L,"BSc in News Presenter","External Diploma","Junior News Presenter","Senior News Presenter","Head of News Presenter","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a News Presenter within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,news;presenter;media;;communication
95,"Media & Communication","Video Producer",Any,A/L,"BSc in Video Producer","External Diploma","Junior Video Producer","Senior Video Producer","Head of Video Producer","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Video Producer within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,video;producer;media;;communication
96,"Media & Communication","Podcast Producer",Any,A/L,"BSc in Podcast Producer","External Diploma","Junior Podcast Producer","Senior Podcast Producer","Head of Podcast Producer","Copywriting;Journalism Ethics;SEO;Video Editing;Public Speaking","Storytelling;Confidence;Networking;Cultural Awareness","Mass Communication;Media Law;Public Relations;Digital Marketing","Digital Marketing Professional;NCTI Journalism Cert",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Podcast Producer within the Media & Communication sector in Sri Lanka.",Hard,4,High,High,Degree,podcast;producer;media;;communication
97,"Hospitality & Tourism","Hotel Manager",Any,A/L,"BSc in Hotel Manager","External Diploma","Junior Hotel Manager","Senior Hotel Manager","Head of Hotel Manager","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Hotel Manager within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,hotel;manager;hospitality;;tourism
98,"Hospitality & Tourism","Restaurant Manager",Any,A/L,"BSc in Restaurant Manager","External Diploma","Junior Restaurant Manager","Senior Restaurant Manager","Head of Restaurant Manager","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Restaurant Manager within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,restaurant;manager;hospitality;;tourism
99,"Hospitality & Tourism",Chef,Any,A/L,"BSc in Chef","External Diploma","Junior Chef","Senior Chef","Head of Chef","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Chef within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,chef;hospitality;;tourism
