id,career_category,career_name,al_stream_required,minimum_education_level,recommended_degree_fields,alternative_path,entry_level_job,mid_level_job,senior_level_job,key_technical_skills,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description,career_difficulty,study_duration_years,local_job_availability,international_opportunity,recommended_first_step,career_tags,postgrad_path
45,Healthcare & Medical,Optometrist,Biology,A/L,Optometry; Visual Science,External Diploma,Junior Optometrist,Optometrist,Senior Optometrist,Eye Exams;Refraction;Contact Lens Fitting;Diagnostics,Empathy;Precision;Customer Service,Visual Science;Contact Lens;Binocular Vision,SLMC Registration,High,High,85000,"150,000-1,000,000",Low,Medium,Low,"Health professional who provides primary vision care, from sight testing and correction.",Very Hard,4,High,High,Apply for Bachelor Degree in Optometry,optometrist;healthcare;medical,MSc Optometry; MSc Vision Science; PhD in Optometry
46,Healthcare & Medical,Veterinarian,Biology,A/L,Veterinary Science; Animal Science,External Diploma,Vet Intern,Veterinary Surgeon,Consultant Vet,Animal Surgery;Diagnostics;Vaccination;Pathology,Empathy for Animals;Communication;Ethics,Animal Husbandry;Pathology;Surgery,SLVC Certification,High,High,85000,"200,000-1,500,000",Low,Medium,Low,"Dedicated professional providing medical and surgical care for various animals.",Very Hard,5,High,High,Apply for Bachelor of Veterinary Science (BVSc),veterinarian;healthcare;medical,MVSc (Clinical Specialty); MSc Veterinary Science; PhD in Veterinary Science
47,Healthcare & Medical,Psychologist,Biology,A/L,Psychology; Counseling; Social Science,External Diploma,Counselor,Psychologist,Senior Psychologist,CBT;Psychological Testing;Session Management;Research,Empathy;Active Listening;Ethical Judgment,Abnormal Psychology;Cognition;Developmental,Registration with professional bodies,High,High,75000,"100,000-1,000,000",Low,Medium,Low,"Studies human behavior and provides mental health support and counseling.",Very Hard,3,High,High,Apply for Bachelor Degree in Psychology,psychologist;healthcare;medical,MSc Psychology; MSc Clinical Psychology; PhD in Psychology
48,Healthcare & Medical,Clinical Psychologist,Biology,A/L,Clinical Psychology; Psychology; Neuroscience,External Diploma,Probationary Psychologist,Clinical Psychologist,Senior Clinical Psychologist,Psychotherapy;Neuropsychology;Clinical Assessment;DSM-5 Protocols,Empathy;Resilience;Ethical Judgment;Patience,Psychopathology;Assessment;Neuroscience,Board Certification,High,High,85000,"200,000-1,500,000",Low,Medium,Low,"Focuses on diagnosing and treating complex mental, emotional, and behavioral disorders.",Very Hard,5,High,High,Apply for Master Degree in Clinical Psychology after Psychology Degree,clinical;psychologist;healthcare;medical,PhD in Clinical Psychology; MSc Neuropsychology; PG Diploma in Advanced Psychotherapy
49,Healthcare & Medical,Nutritionist,Biology,A/L,Food Science; Nutrition; Dietetics,External Diploma,Junior Nutritionist,Nutritionist,Consultant Nutritionist,Diet Planning;Food Analysis;Weight Management;Labeling,Empathy;Communication;Observation,Bio-Chemistry;Public Health;Dietetics,Professional Registration,High,High,65000,"100,000-800,000",Low,Medium,Low,"Advises people on what to eat in order to lead a healthy lifestyle.",Very Hard,4,High,High,Apply for Bachelor Degree in Nutrition or Food Science,nutritionist;healthcare;medical,MSc Nutrition; MSc Food Science; PhD in Nutritional Science
50,Healthcare & Medical,Dietitian,Biology,A/L,Food Science; Nutrition; Dietetics,External Diploma,Hospital Dietitian,Dietitian,Senior Dietitian,Clinical Nutrition;Enteral Nutrition;Counseling,Empathy;Interpersonal Skills;Attention,Human Physiology;Metabolism;Nutrition,SLMC Registration,High,High,65000,"100,000-800,000",Low,Medium,Low,"Creates nutritional plans to treat medical conditions and promote health.",Very Hard,4,High,High,Apply for Bachelor Degree in Nutrition / Food Science and register with SLMC,dietitian;healthcare;medical,MSc Dietetics; MSc Clinical Nutrition; PhD in Nutrition
51,Healthcare & Medical,Speech Therapist,Biology,A/L,Speech and Language Therapy; Psychology; Linguistics,External Diploma,Junior Speech Therapist,Speech Therapist,Senior Speech Pathologist,Clinical Assessment;Swallowing Therapy;Audiology;Patient Care,Empathy;Communication;Patience;Active Listening,Anatomy;Acoustics;Psychology;Linguistics,SLMC Registration,High,High,75000,"150,000-1,000,000",Low,Medium,Low,"Evaluates and treats individuals with communication, voice, and swallowing disorders.",Hard,4,High,High,Apply for Bachelor Degree in Speech and Language Therapy,speech;therapist;healthcare;medical,MSc Speech and Language Therapy; PhD in Communication Sciences
52,Healthcare & Medical,Medical Laboratory Scientist,Biology,A/L,Medical Laboratory Science; Biomedical Science; Biochemistry,External Diploma,Junior ML Scientist,MLS,Chief Lab Technologist,Hematology;Clinical Chemistry;Microbiology;Sample Analysis,Attention to Detail;Integrity;Accuracy,Bio-chemistry;Pathology;Immunology;Genetics,SLMC Registration,High,High,70000,"120,000-800,000",Low,Low,Low,"Conducts complex medical tests to provide data for use in the diagnosis and treatment of disease.",Hard,4,High,High,Apply for Bachelor Degree in Medical Laboratory Science (MLS),medical;laboratory;scientist;healthcare;medical,MSc Medical Laboratory Science; MSc Biomedical Science; PhD in Laboratory Medicine
53,Healthcare & Medical,Public Health Officer,Biology,A/L,Public Health; Health Science; Sociology,External Diploma,Public Health Assistant,Public Health Officer,Health Director,Epi-data Collection;Policy Mapping;Community Health;GIS,Communication;Leadership;Empathy,Sociology;Biostatistics;Health Policy,Registration with Health Body,High,High,70000,"120,000-800,000",Low,Medium,Low,"Protects community health through research, policy making, and health education initiatives.",Hard,4,High,High,Apply for Bachelor Degree in Public Health / Health Science,public;health;officer;healthcare;medical,MPH (Master of Public Health); MSc Epidemiology; PhD in Public Health
54,Business & Management,Business Analyst,Any,A/L,Information Systems; Business Analytics; Business Management,External Diploma,Junior Business Analyst,Business Analyst,Senior Business Analyst,SQL;Tableau;Requirements Modeling;Gap Analysis;BPMN,Analytical Thinking;Problem Solving;Communication,Database Management;Information Systems;Statistics,CSBA;CBAP,High,High,95000,"250,000-1,500,000",High,High,Low,"Analyzes business processes and systems to bridge the gap between IT and business goals.",Hard,4,High,High,Apply for Bachelor Degree in Information Systems / Business Analytics / IT,business;analyst;business;management,MBA; MSc Business Analytics; MSc Information Systems
55,Business & Management,Product Manager,Any,A/L,Business Management; Information Technology; Marketing,External Diploma,Associate Product Manager,Product Manager,Director of Product,Product Roadmap;Agile;Market Research;UX Principles,Leadership;Strategic Thought;Communication,Product Strategy;Marketing;Tech Architecture,CSPO;CPM,High,High,95000,"250,000-2,000,000",High,High,Low,"Directs the product development lifecycle and ensures products meet market needs and business goals.",Hard,4,High,High,Apply for Bachelor Degree in Business Management / IT / Marketing,product;manager;business;management,MBA; MSc Product Management; MSc Innovation & Entrepreneurship
56,Agri-Tech & Sustainability,Agricultural Scientist,Biological Science (Agriculture instead of Biology),A/L,Agriculture; Plant Science; Biotechnology,External Diploma,Field Assistant,Agricultural Scientist,Senior Consultant,Plant Genomics;Soil Science;Pest Control;Data Analytics,Passion for Nature;Observation;Integrity,Genetics;Crop Physiology;Microbiology,Agri-Business Diploma,High,High,75000,"150,000-1,000,000",Low,Medium,Low,"Conducts research to improve the efficiency and safety of agricultural establishments and products.",Hard,4,High,High,Apply for Bachelor Degree in Agriculture / Biotechnology,agricultural;scientist;agri-tech;sustainability,MSc Agriculture; MSc Plant Biotechnology; PhD in Agricultural Science
57,Business & Management,Operations Manager,Any,A/L,Business Management; Logistics; Supply Chain Management,External Diploma,Operations Coordinator,Operations Manager,General Manager,Supply Chain;Lean;KPI Analysis;ERP Systems,Decision Making;Leadership;Teamwork,HR;Accounting;Logistics;Marketing,MBA;Six Sigma Green Belt,High,High,80000,"200,000-1,200,000",Medium,Medium,Low,"Ensures organizational efficiency by managing day-to-day operations.",Hard,4,High,High,Apply for Bachelor Degree in Business Management / Logistics,operations;manager;business;management,MBA (Operations Management); MSc Operations Research; PhD in Operations Management
58,Business & Management,Marketing Manager,Any,A/L,Marketing; Business Management; Communications,External Diploma,Marketing Executive,Marketing Manager,Director Marketing,Digital Marketing;SEO/SEM;Brand Strategy;CIM,Creativity;Communication;Analytical Thinking,Marketing Research;Consumer Behavior;PR,CIM;SLIM;MBA,High,High,75000,"150,000-1,200,000",Medium,Medium,Low,"Develops and executes marketing strategies to promote brands and products.",Hard,4,High,High,Apply for Bachelor Degree in Marketing / Business or start with SLIM/CIM,marketing;manager;business;management,MBA (Marketing); MSc Marketing; MSc Digital Marketing
59,Business & Management,Sales Manager,Any,A/L,Business Management; Marketing; Communications,External Diploma,Sales Representative,Sales Manager,Zonal Sales Manager,Forecasting;CRM;Negotiation;Relationship Mgmt,Persuasion;Leadership;Listening,Sales Management;Market Analysis;Networking,MBA;National Diploma in Sales,High,High,70000,"120,000-1,000,000",Medium,Medium,Low,"Oversees sales teams and strategies to achieve revenue targets and growth.",Hard,4,High,High,Apply for Bachelor Degree in Business / Marketing or start with Sales Diploma,sales;manager;business;management,MBA (Sales Management); MSc Business Administration; PG Diploma in Sales Management
60,Business & Management,Human Resource Manager,Any,A/L,Human Resource Management; Business Management; Psychology,External Diploma,HR Assistant,HR Executive,HR Manager,Talent Acquisition;ER;Payroll;Labor Law;L&D,Conflict Resolution;Leadership;Ethics,Employee Relations;Compensation;HR Law,CIPM;MBA;PHRi,High,High,75000,"150,000-1,200,000",Medium,Medium,Low,"Manages employee recruitment, training, and organizational culture.",Hard,4,High,High,Apply for Bachelor Degree in HRM or start with CIPM Professional Qualification,human;resource;manager;business;management,MBA (HRM); MSc Human Resource Management; PhD in Organizational Psychology
61,Business & Management,Project Manager,Any,A/L,Project Management; Business Management; Information Technology,External Diploma,Project Coordinator,Project Manager,Senior Project Manager,Planning;Risk Management;Budgeting;Agile/Waterfall,Organization;Communication;Leadership,Procurement;Contracts;Resource Planning,PMP;PRINCE2;CSM,High,High,85000,"250,000-1,500,000",Medium,Medium,Low,"Leads and coordinates projects to ensure timely completion within scope.",Hard,4,High,High,Apply for Bachelor Degree in Project Management / Business / IT,project;manager;business;management,MSc Project Management; MBA; PhD in Project Management
62,Business & Management,Business Development Manager,Any,A/L,Business Management; Marketing; Economics,External Diploma,BD Associate,BD Manager,Senior BD Manager,Market Expansion;Strategic Alliances;Sales Strategy,Networking;Negotiation;Drive,Strategic Management;Macro Economics,MBA,High,High,85000,"200,000-1,500,000",Medium,Medium,Low,"Identifies growth opportunities and builds long-term partnerships for the business.",Hard,4,High,High,Apply for Bachelor Degree in Business / Marketing / Economics,business;development;manager;business;management,MBA; MSc Strategic Management; MSc International Business
63,Business & Management,Management Consultant,Any,A/L,Finance; Business Management; Economics,External Diploma,Analyst,Consultant,Principal Consultant,Strategic Frameworks;Market Audit;Financial Analysis,Problem Solving;Intellectual Curiosity;Interpersonal,Organizational Behavior;Accounting;Strategy,MBA,High,High,110000,"300,000-2,000,000",Medium,Medium,Low,"Provides expert advice to help organizations improve performance and solve problems.",Very Hard,4,High,High,Apply for Bachelor Degree in Finance / Business / Economics,management;consultant;business;management,MBA; MSc Management Consulting; PhD in Business Management
64,Finance & Accounting,Chartered Accountant,Commerce;Maths,A/L,Accounting; Finance; Economics,External Diploma,Audit Trainee,Accountant,Chartered Accountant,CASL/ACCA Standards;Tax;Audit;IFRS;Excel,Numerical Accuracy;Integrity;Analysis,Advanced Finance;Audit;Management Accounting,ICASL Professional;Chartered Status,High,High,70000,"250,000-1,800,000",Medium,Medium,Low,"Qualified professional in auditing, taxation, and advanced financial management.",Very Hard,4,High,High,Apply for Bachelor Degree in Accounting / Finance or start with CASL/ACCA,chartered;accountant;finance;accounting,MBA (Finance); MSc Accounting; PhD in Accounting; ICASL Expert Level
65,Finance & Accounting,Auditor,Commerce;Maths,A/L,Accounting; Finance; Information Systems,External Diploma,Internal Audit Trainee,Auditor,Chief Internal Auditor,Risk Assessment;Internal Controls;Compliance;GAAP,Integrity;Professional Skepticism;Detailed,Audit & Assurance;Information Systems Audit,CASL;ACCA;CIA,High,High,70000,"150,000-1,200,000",Medium,Medium,Low,"Examines financial records to ensure accuracy and compliance with laws.",Hard,4,High,High,Apply for Bachelor Degree in Accounting / Finance or start with ACCA/CASL,auditor;finance;accounting,MSc Forensic Accounting; MBA (Finance); CIA Advanced; PhD in Auditing
66,Finance & Accounting,Tax Consultant,Commerce;Maths,A/L,Accounting; Finance; Law,External Diploma,Tax Associate,Tax Consultant,Tax Manager,Income Tax;VAT;RAMIS System;Tax Planning,Analytical Thinking;Ethics;Research,Sri Lankan Tax Law;Customary Laws,CASL;CIMA;Tax Diploma,High,High,75000,"200,000-1,500,000",Medium,Medium,Low,"Provides expert advice on tax planning and compliance for businesses.",Hard,4,High,High,Apply for Bachelor Degree in Accounting / Finance or Tax Law,tax;consultant;finance;accounting,LLM in Tax Law; MSc Taxation; MBA (Finance); CIMA Advanced Level
67,Finance & Accounting,Financial Analyst,Commerce;Maths,A/L,Finance; Economics; Statistics,External Diploma,Junior Financial Analyst,Financial Analyst,Senior Financial Analyst,Financial Modeling;Valuation;Equity Research;SQL,Numeracy;Analysis;Critical Thinking,Corporate Finance;Derivatives;Equity,CFA Level 1;CIMA,High,High,80000,"200,000-1,500,000",Medium,Medium,Low,"Analyzes financial data to spot trends and support investment decisions.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Economics / statistics,financial;analyst;finance;accounting,CFA Level 2 & 3; MSc Finance; MBA; PhD in Financial Economics
68,Finance & Accounting,Investment Analyst,Commerce;Maths,A/L,Finance; Economics; Mathematics,External Diploma,Junior Investment Analyst,Investment Analyst,Head of Portfolios,DCF;NAV;Market Forecasting;Asset Mgmt,Research Aptitude;Objectivity;Risk Mgmt,Portfolio Theory;Macro Finance;Stocks,CFA;CIMA,High,High,85000,"200,000-1,800,000",Medium,Medium,Low,"Evaluates investment opportunities and provides recommendations to clients.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Economics and start CFA,investment;analyst;finance;accounting,CFA Level 2 & 3; MSc Investment Management; MBA; PhD in Finance
69,Finance & Accounting,Risk Analyst,Commerce;Maths,A/L,Finance; Actuarial Science; Statistics,External Diploma,Risk Officer,Risk Analyst,Chief Risk Officer,Statistical Analysis;Actuarial Modeling;Stress Testing,Analysis;Caution;Logical Thought,Probability;Advanced Stats;Risk Insurance,FRM;CFA,High,High,80000,"200,000-1,500,000",Medium,Medium,Low,"Identifies and analyzes potential risks to an organization's financial health.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Actuarial Science / Statistics,risk;analyst;finance;accounting,MSc Financial Risk Management; FRM Part 2; MBA; PhD in Finance
70,Finance & Accounting,Financial Advisor,Commerce;Maths,A/L,Finance; Economics; Business Management,External Diploma,Investment Counselor,Financial Advisor,Senior Wealth Manager,Asset Allocation;Client Needs Analysis;ERP;Planning,Empathy;Salesmanship;Trustworthiness,Financial Planning;Ethics;Insurance,CIMA;ICASL,High,High,70000,"120,000-1,000,000",Medium,Medium,Low,"Helps individuals and businesses manage finances and meet long-term goals.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Economics or start CIMA,financial;advisor;finance;accounting,MBA (Finance); MSc Financial Planning; CFP Advanced Certification
71,Finance & Accounting,Bank Manager,Commerce;Maths,A/L,Banking; Finance; Business Management,External Diploma,Banking Officer,Customer Relationship Manager,Branch Manager,Credit Analysis;Operations;Compliance;Lending,Customer Relationship;Ethics;Leadership,Banking Systems;Commercial Law;Marketing,IBSL;MBA,High,High,90000,"200,000-1,500,000",Low,Low,Low,"Oversees the operations and staff of a bank branch to ensure growth.",Hard,4,High,High,Apply for Bachelor Degree in Banking / Finance / Business,bank;manager;finance;accounting,MBA (Banking & Finance); MSc Banking; PhD in Finance
72,Finance & Accounting,Credit Analyst,Commerce;Maths,A/L,Finance; Banking; Economics,External Diploma,Credit Executive,Credit Analyst,Head of Credit,Risk Assessment;Loan Analysis;Collateral Valuation,Detail Oriented;Patience;Objectivity,Lending Law;Credit Analysis;Economics,IBSL;CFA,High,High,75000,"150,000-1,000,000",Medium,Medium,Low,"Evaluates credit applications and determines creditworthiness of borrowers.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Banking,credit;analyst;finance;accounting,MBA (Finance); MSc Risk Management; PhD in Finance
73,Law & Legal Studies,Attorney-at-Law,Any,A/L,Law (LLB); Legal Studies,External Diploma,Junior Counsel,Attorney-at-Law,Senior Counsel / Partner,Advocacy;Conveyancing;Drafting;Case Research,Persuasion;Logical Reasoning;Ethics;Clarity,Civil Law;Criminal Law;Constitutional Law,Law College Final Exam;SL Bar Enrollment,High,High,80000,"250,000-2,500,000",Medium,Medium,Low,"Professional legal practitioner qualified to represent clients in courts of law.",Very Hard,4,High,High,Apply for Bachelor of Laws (LLB) and enroll in Law College,attorney-at-law;law;legal;studies,LLM (Master of Laws); MBA (Business Law); PhD in Law
74,Law & Legal Studies,Corporate Lawyer,Any,A/L,Law (LLB); Business Law; Corporate Law,External Diploma,Corporate Associate,Legal Lead,Legal Director - Corporate,M&A;Company Secretarial;Compliance;IP Law,Commercial Awareness;Negotiation;Detail,Company Law;Contract Law;International Trade,Law College Final;Notary License,High,High,85000,"300,000-2,500,000",Medium,Medium,Low,"Specializes in corporate law, advising businesses on rights and duties.",Hard,4,High,High,Apply for LLB Degree and specialize in Corporate Law,corporate;lawyer;law;legal;studies,LLM in Corporate Law; MBA; PhD in Corporate Law
75,Law & Legal Studies,Legal Consultant,Any,A/L,Law (LLB); International Law; Public Policy,External Diploma,Legal Researcher,Consultant,Lead Consultant,Interpretation;Drafting;Policy Review;Public Law,Analysis;Communication;Critical Thought,Jurisprudence;Commercial Law,Law College Entrance;LLM,High,High,80000,"250,000-2,000,000",Medium,Medium,Low,"Provides expert legal advice to organizations on various regulatory matters.",Hard,4,High,High,Apply for LLB Degree or Law College and pursue specialization,legal;consultant;law;legal;studies,LLM in International Law; MSc Public Policy; PhD in Law
76,Law & Legal Studies,Legal Researcher,Any,A/L,Law (LLB); Human Rights; Criminology,External Diploma,Research Assistant,Associate Researcher,Lead Researcher,Westlaw/LexisNexis;Analysis;Citation;Drafting,Patience;Intellectual Rigor;Writing,Research Methodology;Human Rights;Law,LLM;MPhil,High,High,70000,"120,000-800,000",Medium,Medium,Low,"Conducts in-depth research on legal issues to support litigation or policy.",Hard,4,High,High,Apply for LLB Degree and pursue Research Assistant roles,legal;researcher;law;legal;studies,LLM; MPhil in Law; PhD in Law
77,Law & Legal Studies,Judge,Any,A/L,Law (LLB); Judicial Studies,External Diploma,Magistrate,High Court Judge,Supreme Court Judge,Impartiality;Sentence Drafting;Civil/Criminal Codes,Integrity;Wisdom;Objective Analysis,Judicial Procedure;Evidence Law;Sentence,Judicial Service Exam,High,High,100000,"400,000-3,000,000",Low,Low,Low,"Presides over court proceedings and makes impartial decisions based on law.",Very Hard,4,High,High,Apply for LLB Degree and gain legal practice experience,judge;law;legal;studies,LLM; MPhil in Judicial Studies; PhD in Law
78,Law & Legal Studies,Notary Public,Any,A/L,Law (LLB); Property Law,External Diploma,Legal Officer,Notary Public,Senior Notary Public,Conveyancing;Attestation;Land Deeds;Wills,Precision;Ethics;Trustworthiness,Property Law;Deeds Law;Inheritance,Supreme Court Warrant for Notary,High,High,60000,"100,000-1,500,000",Low,High,Low,"Authorized to authenticate documents and witness legal acts.",Hard,4,High,High,Apply for LLB Degree and obtain Notary Public warrant,notary;public;law;legal;studies,LLM in Property Law; Advanced Notary Specialization
79,Law & Legal Studies,Legal Compliance Officer,Any,A/L,Law (LLB); Business Law; Risk Management,External Diploma,Compliance Associate,Compliance Officer,Manager Compliance,AML;Risk Monitoring;Regulatory Mapping;Internal Audit,Integrity;Detail;Resilience,Business Ethics;Criminal Law;Tort,Certified Compliance Professional,High,High,80000,"150,000-1,200,000",Medium,Medium,Low,"Ensures that an organization adheres to legal standards and policies.",Hard,4,High,High,Apply for Bachelor Degree in Law or Business Law,legal;compliance;officer;law;legal;studies,LLM in Business Law; MBA; MSc Risk & Compliance
80,Creative Arts & Design,Graphic Designer,Any,A/L,Graphic Design; Fine Arts; Visual Communication,External Diploma,Junior Designer,Graphic Designer,Art Director,Photoshop;Illustrator;InDesign;Typography;UI,Visual Communication;Creative Thinking;Speed,Color Theory;Layout;Art History,Adobe Certified Professional,High,High,60000,"120,000-1,000,000",High,Very High,Medium,"Creates visual concepts to communicate ideas that inspire and inform.",Hard,4,High,High,Apply for Bachelor Degree in Graphic Design or Visual Arts,graphic;designer;creative;arts;design,MFA in Graphic Design; MA in Visual Communication; MSc Design Research
81,Creative Arts & Design,UI Designer,Any,A/L,Digital Design; Software Engineering; Graphic Design,External Diploma,Junior UI Designer,UI Designer,UI Team Lead,Figma;Sketch;Atomic Design;Prototyping;CSS,Visual Empathy;Precision;Collaboration,Digital Interactivity;Visual Hierarchy,Google UX Certificate,High,High,85000,"200,000-1,200,000",Very High,Very High,Low,"Focuses on the aesthetic and interactive aspects of digital products.",Hard,4,High,High,Apply for Bachelor Degree in Design / IT / Software Engineering,ui;designer;creative;arts;design,MSc Human-Computer Interaction; MFA in Digital Design; MSc UX Design
82,Creative Arts & Design,UX Designer,Any,A/L,Psychology; Human-Computer Interaction; Digital Design,External Diploma,UX Researcher,UX Designer,Product Design Lead,User Personas;Wireframing;Testing;Information Arch,Empathy;Analytical Thinking;Storytelling,Cognitive Psychology;HCI;Systems,Google UX Certificate,High,High,85000,"200,000-1,200,000",Very High,Very High,Low,"Ensures a seamless and meaningful experience for users of products.",Hard,4,High,High,Apply for Bachelor Degree in Psychology / Design / IT,ux;designer;creative;arts;design,MSc Human-Computer Interaction; MSc Cognitive Psychology; MFA in Design
83,Creative Arts & Design,Product Designer,Any,A/L,Industrial Design; Business Management; Mechanical Engineering,External Diploma,Junior Designer,Product Designer,Creative Director,3D Modeling;Prototyping;ERP;Usability;Branding,Holistic Vision;Strategic Thought;Design Thinking,Industrial Design;Product Strategy,Certifications in Design Thinking,High,High,90000,"250,000-1,500,000",Medium,Medium,Low,"Oversees the entire design process of a product from concept to launch.",Hard,4,High,High,Apply for Bachelor Degree in Design / Industrial Design / Engineering,product;designer;creative;arts;design,MSc Product Design; MBA (Innovation Management); MFA in Industrial Design
84,Creative Arts & Design,Interior Designer,Any,A/L,Interior Design; Architecture; Fine Arts,External Diploma,Drafting Assistant,Interior Designer,Senior Architect - Interiors,AutoCAD;SketchUp;Revit;Materials;Lighting,Spatial Planning;Creativity;Client Management,Interior Science;Building Materials;Sustainability,Registration with professional design body,High,High,75000,"150,000-1,200,000",Medium,Medium,Low,"Plans and furnishes the interiors of homes and commercial buildings.",Hard,4,High,High,Apply for Bachelor Degree in Interior Design or Architecture,interior;designer;creative;arts;design,MSc Interior Architecture; MFA in Interior Design; PhD in Built Environment
85,Creative Arts & Design,Fashion Designer,Arts,A/L,Fashion Design; Textile Technology; Fine Arts,External Diploma,Junior Designer,Fashion Designer,Creative Director,Draping;Pattern Core;Garment Construction;Textiles,Creativity;Aesthetic Sense;Commercial Awareness,Textile Science;History of Fashion;Marketing,Portfolio,High,Medium,75000,"100,000-1,500,000",Low,High,Medium,"Designs clothing, shoes, and accessories for various markets.",Hard,4,High,Medium,Apply for Bachelor Degree in Fashion Design / Textiles,fashion;designer;creative;arts;design,MA in Fashion Design; MFA in Fashion; MSc Fashion Business
86,Creative Arts & Design,Animator,Arts;Technology,A/L,Animation; Multimedia Design; Computer Science,External Diploma,3D Modeler,Animator,Animation Lead,Maya;Blender;After Effects;Character Rigging,Patience;Creativity;Visual Storytelling,3D Modeling;Animation Principles;VFx,Autodesk Certification,High,Medium,85000,"150,000-1,200,000",High,High,Medium,"Produces moving images for films, games, and ads using software.",Hard,4,High,Medium,Apply for Bachelor Degree in Animation / Multimedia / IT,animator;creative;arts;design,MFA in Animation; MSc Computer Animation; MSc Visual Effects
87,Creative Arts & Design,Illustrator,Arts,A/L,Fine Arts; Illustration; Graphic Design,External Diploma,Sketch Artist,Illustrator,Concept Artist,Digital Painting;Composition;Anatomy;Wacom/Tablet,Originality;Visual Interpretation;Detail,Traditional Art;Digital Media;Design,Portfolio,High,Medium,60000,"100,000-1,000,000",High,High,Medium,"Creates original images for books, advertising, and digital content.",Medium,3,High,Medium,Apply for Bachelor Degree in Fine Arts / Illustration / Graphic Design,illustrator;creative;arts;design,MFA in Illustration; MA in Visual Arts; MSc Digital Media
88,Creative Arts & Design,Video Game Artist,Any,A/L,Game Design; Animation; Multimedia Design,External Diploma,Environment Artist,Lead Artist,Art Director - Games,Environment Design;ZBrush;Unreal;Texturing,Artistic Skill;Teamwork;Gaming Passion,Game Art;3D Pipelines;Visual Design,Unity/Unreal Certificates,High,High,85000,"200,000-1,500,000",High,High,Low,"Creates visual assets like characters and environments for video games.",Hard,4,High,High,Apply for Bachelor Degree in Game Design / Animation / IT,video;game;artist;creative;arts;design,MFA in Game Art; MSc Game Development; MSc Computer Graphics
89,Media & Communication,Journalist,Arts,A/L,Media Studies; Mass Communication; Journalism,External Diploma,Reporter,Journalist,Editor-in-Chief,Fact Checking;Writing;Interviewing;CMS,Objectivity;Resilience;Communication,Media Law;Ethics;Political Science,NCTI Journalism Certificate,High,Medium,45000,"80,000-400,000",High,High,Medium,"Researches, writes, and reports news stories for media platforms.",Hard,3,High,Medium,Apply for Bachelor Degree in Media or Mass Communication,journalist;media;communication,MA in Journalism; MSc Media Studies; PhD in Communication Studies
90,Media & Communication,Content Writer,Any,A/L,English; Communication; Marketing,External Diploma,Junior Writer,Senior Writer,Content Manager,SEO;Copywriting;Editing;Ghostwriting,Creativity;Grammar;Adaptability,Creative Writing;Digital Marketing;Linguistics,HubSpot Content Marketing Cert,High,High,50000,"100,000-600,000",Very High,Very High,High,"Creates original content for websites, blogs, and digital platforms.",Hard,4,High,High,Apply for Bachelor Degree in English / Media / Marketing,content;writer;media;communication,MA in Creative Writing; MSc Marketing; MBA (Digital Marketing)
91,Media & Communication,PR Specialist,Any,A/L,Public Relations; Mass Communication; Marketing,External Diploma,PR Assistant,Publicist,Head of Communications,Media Relations;Crisis Mgmt;Press Releases;Publicity,Networking;Diplomacy;Persuasion,Mass Communication;PR Strategy;Ethics,Public Relations Degree/Diploma,High,High,65000,"150,000-1,200,000",Medium,Medium,Low,"Manages the public image and reputation of organizations.",Hard,4,High,High,Apply for Bachelor Degree in Public Relations / Media / Marketing,pr;specialist;media;communication,MSc Public Relations; MA in Communication; MBA (Marketing)
92,Hospitality & Tourism,Travel Agent,Any,A/L,Travel and Tourism; Hospitality Management; Geography,External Diploma,Ticketing Clerk,Travel Consultant,Agency Manager,GDS;Itinerary Planning;Sales;Crisis Resolution,Hospitality;Geography;Detail;Sales,Travel Management;Aviation;Customer Service,IATA Diploma,High,High,45000,"80,000-500,000",Medium,Medium,Low,"Assists clients in planning and booking travel arrangements.",Medium,2,High,High,Apply for Diploma/Degree in Travel & Tourism or IATA qualification,travel;agent;hospitality;tourism,MBA (Tourism Management); MSc Tourism Management; PG Diploma in Aviation Management
93,Hospitality & Tourism,Tour Guide,Any,A/L,History; Archaeology; Tourism Management,External Diploma,Trainee Guide,Licensed Guide,Senior Tour Specialist,Heritage Knowledge;Languages;Communication;Safety,Extroversion;Patience;Physical Stamina,History;Archaeology;Flora/Fauna,SLTDA License,High,High,50000,"100,000-800,000",Low,Very High,Low,"Provides informative and entertaining tours to visitors.",Medium,1,High,High,Obtain SLTDA Tour Guide License through recommended training,tour;guide;hospitality;tourism,MSc Heritage Studies; MA in Tourism & Heritage Management
